Name,OsmId,Kind,HeightCm,BaseCm,HeightSource,CentroidX,CentroidY,BoxX,BoxY,BoxLengthCm,BoxWidthCm,YawDeg,AreaM2,NumVerts,Outline
B00318,302577382,yes,6700.0,0.0,tag:height,15302.8,-13726.1,15504.1,-12849.9,2751.3,2747.2,208.95,71.08,6,13745.8 -12252.7|15008.4 -14537.0|17300.5 -13255.8|17369.3 -13380.0|14965.1 -14717.7|13635.8 -12313.5
B00319,302577383,yes,5800.0,0.0,tag:height,15239.8,-13999.7,15460.9,-13031.7,3023.2,3001.9,298.94,78.07,6,13415.9 -12435.1|13525.9 -12374.3|14920.7 -14897.6|17437.1 -13504.1|17505.9 -13628.3|14877.4 -15078.3
B00320,302577384,yes,6100.0,0.0,tag:height,15267.9,-13861.8,15482.3,-12939.9,2883.2,2877.2,298.93,74.4,6,13525.9 -12374.3|13635.8 -12313.5|14965.1 -14717.7|17369.3 -13380.0|17437.1 -13504.1|14920.7 -14897.6
B00321,302577385,yes,8850.0,8530.0,tag:height,16350.5,-12078.6,16345.8,-12141.0,1324.4,587.4,118.7,67.0,6,16920.7 -12579.4|16547.5 -12785.5|16228.8 -12202.8|16087.8 -12281.3|15771.3 -11702.9|16285.4 -11419.1
B00322,302577386,yes,7900.0,0.0,tag:height,15545.5,-12666.5,15549.1,-12670.1,2501.2,2472.9,208.89,615.84,4,16046.7 -10983.4|17231.6 -13131.7|15052.8 -14356.3|13856.8 -12191.9
B00323,302584629,yes,7470.0,0.0,tag:height,-3618.1,-23457.8,-4126.9,-23282.5,5289.3,3412.6,28.46,1281.49,14,-5638.6 -26043.0|-6487.1 -24468.8|-5897.4 -24147.9|-5988.5 -23979.0|-4481.6 -23160.6|-4409.4 -23293.2|-3646.5 -22878.5|-4095.2 -22045.0|-3763.1 -21864.3|-4063.0 -21306.9|-2753.7 -20600.0|-2569.4 -20895.6|-2448.3 -20829.7|-994.6 -23525.3
B00324,302760460,yes,6200.0,0.0,tag:height,9904.7,19786.5,9033.0,19977.7,3686.0,2437.1,118.51,144.63,6,10979.7 18947.0|8841.9 17776.6|8734.2 17975.0|10644.3 19020.5|8996.4 22053.9|9224.1 22178.9
B00325,302760461,yes,4600.0,0.0,tag:height,10581.5,18596.9,10248.0,18553.7,3219.1,1183.2,29.01,198.02,10,9642.6 17560.4|9112.9 17281.7|8841.9 17776.6|10979.7 18947.0|10692.1 19476.5|11369.5 19847.2|11942.5 18816.9|11220.6 18416.6|11130.7 18583.8|9552.7 17727.6
B00326,302760462,yes,7100.0,0.0,tag:height,8373.5,20351.5,8866.3,20015.0,3480.8,2155.7,297.94,301.78,12,8734.2 17975.0|8338.9 18708.9|8943.0 19037.4|8306.7 20208.7|7726.0 19892.9|7107.4 21031.3|8996.4 22053.9|9345.1 21412.9|8235.7 20805.8|9246.2 18961.4|9075.2 18867.6|9370.6 18322.9
B00327,302760463,yes,5500.0,0.0,tag:height,10335.6,20395.7,10335.6,20395.7,1955.8,250.9,298.5,49.03,4,10911.9 19597.2|10692.1 19476.5|9759.3 21194.2|9979.2 21315.0
B00328,302760464,yes,9350.0,0.0,tag:height,9441.3,19913.7,9441.7,19913.5,2567.8,1103.1,298.58,282.77,4,10537.7 19052.6|9571.6 18522.2|8344.5 20774.5|9311.8 21304.8
B00329,302760465,yes,3700.0,0.0,tag:height,10386.6,18072.1,10386.6,18072.1,1796.1,189.9,208.49,34.09,4,9552.7 17727.6|11130.7 18583.8|11220.6 18416.6|9642.6 17560.4
B00330,302760466,yes,1500.0,0.0,tag:height,10674.3,20581.1,10674.3,20581.1,1956.0,521.4,298.5,101.91,4,11369.5 19847.2|10911.9 19597.2|9979.2 21315.0|10436.7 21564.9
B00331,302760468,yes,8650.0,0.0,tag:height,9436.8,19872.2,9357.8,19867.9,2727.6,1452.2,118.5,355.11,6,10644.3 19020.5|9370.6 18322.9|9075.2 18867.6|9246.2 18961.4|8235.7 20805.8|9345.1 21412.9
B00332,302864526,yes,12200.0,0.0,tag:height,6814.9,9762.4,6761.3,9866.7,3857.1,815.3,140.17,87.49,24,8442.0 8995.5|8379.8 8796.2|8179.9 8679.7|6434.2 9608.7|5497.0 11144.8|5541.4 11415.1|6223.3 10336.6|6620.8 9770.8|6768.5 9855.3|6875.1 9666.9|6940.6 9704.1|7043.9 9520.8|7122.8 9565.6|7251.6 9335.9|7357.1 9395.8|7451.5 9227.8|7560.3 9289.4|7639.1 9148.4|7749.1 9211.7|7829.0 9069.9|7947.8 9137.4|8034.5 8983.7|8149.9 9048.7|8243.2 8882.4
B00333,317099481,yes,13700.0,0.0,tag:height,19854.9,-17925.6,19910.2,-17851.3,4547.2,2336.6,209.41,1016.46,9,21691.4 -16381.2|22459.9 -17755.1|18503.3 -19985.5|17362.7 -17946.1|20645.3 -16095.8|20780.8 -16280.7|21006.2 -16410.8|21261.6 -16460.6|21479.3 -16453.0
B00334,372083672,yes,1200.0,0.0,estimate:default,9451.2,4031.6,9450.8,4031.6,3153.8,3060.1,118.7,962.03,4,10035.5 6149.6|11545.8 3391.5|8866.2 1913.6|7357.0 4671.7
B00335,451854723,yes,11000.0,0.0,tag:height,9324.9,4497.6,9324.8,4497.8,2840.0,2206.5,28.87,625.06,4,11094.9 4214.0|8614.1 2845.9|7554.7 4780.7|10035.5 6149.6
B00336,451854724,yes,2000.0,0.0,tag:height,9685.4,3166.7,9452.2,4027.8,3144.5,3060.1,118.73,336.89,6,11094.9 4214.0|11545.8 3391.5|8866.2 1913.6|7357.0 4671.7|7554.7 4780.7|8614.1 2845.9
B00337,702073637,yes,1200.0,0.0,estimate:default,15767.1,1170.2,15766.8,1170.0,800.7,616.4,209.1,49.16,4,15966.6 1634.1|16264.3 1094.5|15566.9 706.0|15270.4 1246.5
B00338,702073638,yes,1200.0,0.0,estimate:default,11403.7,9500.4,11400.9,9501.8,3511.2,1255.5,119.02,438.91,4,11098.3 11341.5|12799.6 8274.3|11703.5 7662.1|10010.0 10729.3
B00339,702073639,yes,1200.0,0.0,estimate:default,13550.2,5628.9,13551.0,5626.0,3616.2,1259.8,299.03,452.71,4,14969.4 4368.5|13877.8 3739.4|12128.8 6904.5|13222.7 7511.7
B00340,702073799,service,1200.0,0.0,estimate:default,17517.3,4888.3,17623.7,4836.8,3543.6,1759.0,29.15,528.31,14,18751.8 6451.8|19279.3 5499.3|19041.6 5366.7|19182.6 5110.0|18639.6 4806.8|18715.1 4670.0|17027.2 3730.1|17123.8 3551.1|16710.7 3322.2|16610.7 3498.7|16405.3 3383.8|15697.9 4652.3|16446.4 5096.5|16415.3 5169.9
B00341,3565283,yes,2000.0,0.0,tag:height,8016.7,-17380.9,8016.2,-17380.8,2614.4,1469.3,119.02,383.94,4,6740.9 -16593.5|8024.6 -15881.5|9292.8 -18167.6|8008.0 -18880.3
B00342,3566904,yes,4660.0,0.0,tag:height,-12340.4,9166.5,-12767.7,8612.4,6092.8,5961.0,119.0,2683.89,8,-14155.3 11325.8|-11637.8 12721.8|-8684.0 7392.9|-11925.5 5596.6|-13793.4 8968.8|-15764.5 7876.0|-16728.4 9609.8|-14033.2 11105.4
