Name,OsmId,Kind,HeightCm,BaseCm,HeightSource,CentroidX,CentroidY,BoxX,BoxY,BoxLengthCm,BoxWidthCm,YawDeg,AreaM2,NumVerts,Outline
B00207,283346510,yes,6800.0,0.0,tag:height,14259.9,-1876.9,14259.8,-1876.9,1473.0,193.5,118.97,28.46,4,13987.7 -1185.7|14700.7 -2473.5|14531.9 -2568.1|13819.0 -1279.4
B00208,283346511,yes,7000.0,0.0,tag:height,12715.8,-2716.1,12715.1,-2715.0,1841.0,316.0,118.89,58.02,4,12412.0 -1838.5|13298.1 -3444.7|13021.6 -3596.7|12132.1 -1985.4
B00209,283353761,yes,1450.0,0.0,tag:height,11563.1,-22382.4,11720.7,-22093.6,3207.4,3004.1,29.19,643.42,12,13847.1 -22626.3|11053.1 -24187.0|9600.5 -21565.8|10627.7 -20992.3|11479.5 -22528.4|12525.6 -21944.0|11670.4 -20401.2|12387.8 -20000.9|12684.3 -20530.4|12259.0 -20767.7|13311.8 -22662.7|13736.0 -22425.4
B00210,283353763,yes,1400.0,0.0,tag:height,13074.4,-19764.9,13074.6,-19764.4,1429.6,258.4,29.24,36.81,4,13761.5 -19527.9|12515.5 -20225.5|12387.8 -20000.9|13634.9 -19304.1
B00211,283353765,yes,1450.0,0.0,tag:height,15023.9,-20164.8,14928.4,-20301.2,3007.1,1291.7,299.08,281.61,8,15095.2 -21928.8|14984.2 -21730.3|15409.5 -21491.3|14358.9 -19598.8|13932.5 -19837.0|13634.9 -19304.1|14762.0 -18673.3|16219.0 -21300.4
B00212,283403896,yes,13200.0,0.0,tag:height,3850.9,-18380.2,3768.7,-18350.9,3626.8,2145.9,298.97,717.18,14,5383.9 -19054.4|5313.9 -19094.1|5511.6 -19451.3|3871.5 -20366.8|3686.0 -20031.5|3581.6 -20089.8|3377.3 -19719.9|3318.4 -19752.8|2475.5 -18230.2|2535.5 -18197.3|2326.7 -17819.8|2855.3 -17525.0|2543.2 -16961.8|3829.2 -16244.8
B00213,283403897,yes,14100.0,0.0,tag:height,3722.2,-18177.3,3722.6,-18177.4,1595.5,736.0,298.97,117.19,4,3658.2 -17301.2|4428.9 -18695.5|3787.0 -19053.6|3015.2 -17659.3
B00214,283403899,yes,4500.0,0.0,tag:height,4867.7,-20259.8,4865.6,-20263.0,2078.5,236.1,209.13,48.29,4,5716.0 -19654.0|5823.7 -19864.2|4014.7 -20865.0|3900.3 -20665.7
B00215,283403901,yes,6500.0,0.0,tag:height,4706.4,-20012.4,4642.1,-19860.0,2080.3,685.4,29.13,65.2,8,3581.6 -20089.8|3686.0 -20031.5|3871.5 -20366.8|5511.6 -19451.3|5313.9 -19094.1|5383.9 -19054.4|5716.0 -19654.0|3900.3 -20665.7
B00216,286248792,yes,6000.0,0.0,tag:height,1395.7,20482.6,1163.0,20343.6,2210.3,1198.0,298.76,128.99,12,1118.5 19181.2|1416.1 19345.0|1443.9 19294.3|1724.8 19449.7|718.8 21281.4|437.8 21126.1|460.0 21085.5|162.4 20921.7|106.9 21023.0|1156.3 21600.7|2211.2 19658.3|1169.6 19086.6
B00217,286248793,yes,14500.0,0.0,tag:height,-828.2,19243.3,-828.2,19243.3,3250.5,2021.7,208.87,655.82,4,106.9 20913.3|1077.4 19139.8|-1763.3 17573.3|-2733.8 19346.8
B00218,286248794,yes,5500.0,0.0,tag:height,-3049.2,18015.2,-3049.7,18015.8,2212.6,219.2,118.74,48.42,4,-2421.8 17098.7|-2613.9 16993.1|-3676.6 18932.2|-3485.6 19038.6
B00219,286248795,yes,17000.0,0.0,tag:height,-828.4,19243.3,-828.7,19243.3,3050.1,1821.7,28.87,554.51,4,66.9 20777.3|941.9 19179.5|-1724.4 17709.3|-2598.3 19307.1
B00220,286248796,yes,8500.0,0.0,tag:height,789.3,20133.3,789.3,20133.3,1986.1,339.7,298.78,67.46,4,1118.5 19181.2|162.4 20921.7|460.0 21085.5|1416.1 19345.0
B00221,286248797,yes,8500.0,0.0,tag:height,-2342.4,18406.4,-2342.4,18406.4,2212.0,120.5,298.75,26.65,4,-1757.7 17466.0|-1863.2 17407.8|-2927.0 19346.8|-2821.5 19405.1
B00222,286248798,yes,18900.0,0.0,tag:height,-828.3,19243.1,-828.7,19243.3,2649.1,1422.1,28.86,375.94,4,-11.9 20505.4|671.0 19258.0|-1645.5 17981.2|-2327.3 19227.7
B00223,286248800,yes,6500.0,0.0,tag:height,-2674.4,18222.8,-2674.4,18222.7,2214.0,638.4,118.75,141.17,4,-1863.2 17407.8|-2421.8 17098.7|-3485.6 19038.6|-2927.0 19346.8
B00224,286248801,yes,17900.0,0.0,tag:height,-828.5,19243.1,-828.2,19243.3,2770.4,1541.8,28.88,426.34,4,12.5 20587.3|752.1 19234.4|-1668.9 17899.3|-2409.5 19251.3
B00225,286248802,yes,5000.0,0.0,tag:height,-3246.4,17914.1,-3245.2,17908.6,2212.4,227.2,118.73,49.52,4,-2613.9 16993.1|-2808.2 16888.4|-3876.5 18824.1|-3676.6 18932.2
B00226,286248803,yes,5000.0,0.0,tag:height,1837.0,20705.2,1831.1,20710.5,2210.3,348.6,118.82,75.5,4,2211.2 19658.3|1156.3 21600.7|1449.5 21761.9|2516.6 19826.3
B00227,286248805,yes,7000.0,0.0,tag:height,1081.3,20287.9,1081.3,20287.9,2090.8,321.1,298.78,67.1,4,437.8 21126.1|718.8 21281.4|1724.8 19449.7|1443.9 19294.3
B00228,286248807,yes,14000.0,0.0,tag:height,-826.0,19245.0,-825.4,19244.5,3352.3,2211.6,208.92,739.51,4,106.9 21023.0|1169.6 19086.6|-1757.7 17466.0|-2821.5 19405.1
B00229,286260799,yes,18800.0,0.0,tag:height,-6712.8,10291.2,-6712.8,10291.2,1789.9,1374.9,208.92,245.61,4,-6262.0 11325.7|-5600.1 10120.6|-7163.7 9256.7|-7825.6 10461.8
B00230,286260800,yes,13300.0,0.0,tag:height,-6453.6,11571.7,-6478.1,11511.0,582.6,531.6,28.41,16.41,9,-6262.0 11325.7|-6343.0 11480.3|-6586.2 11522.5|-6760.6 11428.8|-6859.4 11603.6|-6594.0 11750.5|-6537.4 11655.9|-6297.5 11789.4|-6096.5 11415.2
B00231,286260802,yes,13300.0,0.0,tag:height,-6170.7,9306.4,-6169.8,9307.3,1015.0,216.4,28.97,21.81,4,-6666.2 9156.2|-5781.2 9644.3|-5673.4 9458.5|-6559.6 8967.9
B00232,286260803,yes,8500.0,0.0,tag:height,-7325.5,11403.7,-7326.4,11402.9,1013.9,100.7,208.94,10.14,4,-6859.4 11603.6|-7744.5 11115.5|-7794.5 11201.6|-6907.2 11692.2
B00233,286260804,yes,16000.0,0.0,tag:height,-6069.3,11169.8,-6069.3,11169.5,459.1,188.1,118.68,8.6,4,-6262.0 11325.7|-6096.5 11415.2|-5876.6 11013.2|-6042.1 10924.6
B00234,286260807,yes,16000.0,0.0,tag:height,-5628.6,10367.1,-5629.0,10367.6,461.8,187.9,118.68,8.62,4,-5655.7 10612.1|-5435.8 10210.1|-5600.1 10120.6|-5822.2 10525.1
B00235,286260808,yes,8500.0,0.0,tag:height,-6091.8,9169.6,-6091.9,9169.7,1015.3,100.3,28.95,10.15,4,-5673.4 9458.5|-5623.5 9371.5|-6511.9 8880.0|-6559.6 8967.9
B00236,286260811,yes,5000.0,0.0,tag:height,-7679.5,9755.4,-7680.0,9756.1,1371.7,100.1,118.9,13.68,4,-7392.5 9131.7|-8054.3 10331.8|-7967.7 10380.7|-7304.8 9179.8
B00237,286260812,yes,11500.0,0.0,tag:height,-7566.4,9821.6,-7566.3,9819.9,1374.9,163.6,118.77,22.26,4,-7304.8 9179.8|-7967.7 10380.7|-7825.6 10461.8|-7163.7 9256.7
B00238,286260813,yes,13300.0,0.0,tag:height,-7253.1,11271.5,-7252.5,11272.1,1012.7,201.8,28.93,20.36,4,-6760.6 11428.8|-7646.8 10939.0|-7744.5 11115.5|-6859.4 11603.6
B00239,286260814,yes,18000.0,0.0,tag:height,-5711.9,9888.2,-5689.2,9883.2,391.0,330.5,208.75,11.32,5,-5600.1 10120.6|-5513.5 9969.4|-5607.9 9742.3|-5781.2 9644.3|-5938.8 9934.8
B00240,286260815,yes,18000.0,0.0,tag:height,-6908.6,9228.0,-6917.3,9206.2,390.2,331.4,209.07,11.31,5,-7163.7 9256.7|-6827.2 9445.8|-6666.2 9156.2|-6840.6 9062.4|-7082.7 9102.1
B00241,286260816,yes,18000.0,0.0,tag:height,-6518.3,11355.9,-6509.6,11377.3,391.1,331.1,28.66,11.37,5,-6262.0 11325.7|-6601.8 11138.2|-6760.6 11428.8|-6586.2 11522.5|-6343.0 11480.3
B00242,286260817,yes,18000.0,0.0,tag:height,-7714.9,10694.5,-7737.9,10699.4,391.4,331.1,28.94,11.32,5,-7825.6 10461.8|-7913.3 10612.1|-7818.9 10840.1|-7646.8 10939.0|-7488.0 10648.4
B00243,286260818,yes,8500.0,0.0,tag:height,-7002.3,8834.7,-6952.6,9005.0,653.3,645.3,208.75,11.98,6,-7304.8 9179.8|-7043.8 8701.0|-6559.6 8967.9|-6511.9 8880.0|-7083.8 8565.0|-7392.5 9131.7
B00244,286260819,yes,8500.0,0.0,tag:height,-8092.1,10815.8,-7923.5,10767.2,650.3,635.6,208.93,11.79,6,-7967.7 10380.7|-8054.3 10331.8|-8359.7 10889.1|-7794.5 11201.6|-7744.5 11115.5|-8224.2 10850.3
B00245,286260820,yes,13300.0,0.0,tag:height,-6948.4,8978.8,-6931.6,9072.7,552.8,545.3,28.59,18.66,7,-7163.7 9256.7|-7082.7 9102.1|-6840.6 9062.4|-6666.2 9156.2|-6559.6 8967.9|-7043.8 8701.0|-7304.8 9179.8
B00246,286260821,yes,13300.0,0.0,tag:height,-7945.3,10783.4,-7856.0,10748.1,550.9,535.0,208.93,17.96,7,-7646.8 10939.0|-7818.9 10840.1|-7913.3 10612.1|-7825.6 10461.8|-7967.7 10380.7|-8224.2 10850.3|-7744.5 11115.5
B00247,286260822,yes,18600.0,0.0,tag:height,-6713.8,10292.3,-6713.4,10292.5,2036.7,1012.5,298.81,205.88,4,-5781.2 9644.3|-6666.2 9156.2|-7646.8 10939.0|-6760.6 11428.8
B00248,286260823,yes,13300.0,0.0,tag:height,-5495.1,9819.0,-5556.7,9834.1,576.7,543.1,29.06,16.86,9,-5600.1 10120.6|-5435.8 10210.1|-5228.1 9830.9|-5466.9 9699.2|-5413.6 9602.9|-5673.4 9458.5|-5781.2 9644.3|-5607.9 9742.3|-5513.5 9969.4
B00249,286407294,yes,5200.0,0.0,tag:height,-9369.5,18761.5,-9368.4,18760.4,5123.5,3939.0,208.85,2011.31,4,-8075.2 21721.7|-6188.5 18271.0|-10661.7 15799.2|-12550.5 19255.8
B00250,286407295,yes,8600.0,0.0,tag:height,-7973.5,18271.6,-7973.1,18271.4,1706.9,829.6,298.47,141.36,4,-8743.8 18822.5|-8015.3 19219.4|-7203.5 17720.4|-7930.9 17323.5
B00251,286407296,yes,8600.0,0.0,tag:height,-9800.4,17255.5,-9800.4,17255.5,1706.8,829.6,298.44,141.42,4,-10570.5 17806.6|-9842.1 18203.5|-9030.3 16704.5|-9758.8 16307.6
B00252,286407297,yes,9100.0,0.0,tag:height,-9309.3,18543.9,-9309.6,18543.8,1260.3,927.4,208.85,116.58,4,-8536.1 18440.8|-9637.7 17833.6|-10081.9 18647.7|-8981.4 19254.0
B00253,286407298,yes,6400.0,0.0,tag:height,-9268.4,18465.8,-9269.6,18467.4,4050.7,3324.2,28.92,1343.61,4,-8300.6 20901.7|-6697.2 17989.8|-10238.6 16033.1|-11839.8 18936.6
B00254,286407299,yes,7600.0,0.0,tag:height,-9138.6,18220.1,-9138.0,18219.1,2931.8,2750.0,208.84,802.01,4,-8517.2 20130.6|-7203.5 17720.4|-9758.8 16307.6|-11073.6 18722.9
B00255,286407300,yes,4000.0,0.0,tag:height,-9964.7,19689.0,-9517.2,18991.4,5983.1,4481.9,208.93,663.59,8,-10661.7 15799.2|-11051.4 15583.0|-13206.8 19512.6|-7983.0 22399.8|-5827.6 18471.1|-6188.5 18271.0|-8075.2 21721.7|-12550.5 19255.8
B00256,289747639,yes,11000.0,0.0,tag:height,71.4,14589.1,196.3,14633.1,2794.9,2082.3,298.9,481.84,10,1085.1 15177.4|316.6 14750.1|757.5 13951.2|1524.8 14378.5|1779.1 13918.2|-39.9 12906.5|-1388.0 15348.9|-30.9 16103.8|140.1 15795.6|599.8 16050.6
B00257,289747640,yes,12350.0,0.0,tag:height,920.9,14564.3,921.3,14564.3,915.3,879.3,298.89,80.16,4,757.5 13951.2|316.6 14750.1|1085.1 15177.4|1524.8 14378.5
B00258,289747641,yes,3300.0,0.0,tag:height,-6.2,13501.5,130.5,14264.7,3367.1,2550.3,118.94,277.47,6,1779.1 13918.2|2057.9 13414.0|-170.9 12174.4|-1796.6 15121.7|-1388.0 15348.9|-39.9 12906.5
B00259,289755406,yes,10200.0,0.0,tag:height,8121.0,18700.6,8138.2,18706.9,1197.3,210.8,298.49,20.04,7,8412.2 18176.9|8331.1 18130.4|7761.5 19180.1|7839.2 19225.7|7910.3 19174.2|8169.0 18871.0|8347.8 18486.8
B00260,289755407,yes,10200.0,0.0,tag:height,6536.5,17816.8,6520.3,17810.6,1205.0,209.1,118.53,20.13,7,6243.4 18345.8|6324.5 18389.7|6899.7 17331.6|6823.1 17289.3|6608.7 17487.0|6487.7 17651.6|6308.9 18035.0
B00261,289755408,yes,10200.0,0.0,tag:height,6880.6,19077.2,6876.3,19092.3,1036.9,249.8,28.63,22.42,6,7310.6 19378.6|7390.6 19230.8|6481.1 18734.3|6402.2 18880.4|6549.9 19024.8|6886.4 19240.1
B00262,289755409,yes,9700.0,0.0,tag:height,6600.3,19606.6,6611.1,19587.9,1009.1,928.5,298.46,89.16,6,6778.7 20252.7|7250.6 19363.4|6886.4 19240.1|6714.3 19145.5|6448.9 18926.0|5962.5 19810.2
B00263,289755410,yes,10500.0,0.0,tag:height,7328.9,18259.2,7328.9,18259.2,1651.3,1639.4,298.52,269.92,4,8441.1 17929.4|7003.0 17142.4|6216.8 18589.0|7654.9 19376.1
B00264,289755411,yes,11300.0,0.0,tag:height,7753.1,18490.7,7719.8,18473.2,1347.3,449.9,118.5,40.36,4,8239.0 17988.5|7629.3 18168.4|7416.1 18561.1|7596.0 19172.5
B00265,289755412,yes,11300.0,0.0,tag:height,6904.2,18026.1,6937.6,18043.3,1347.3,448.9,298.5,40.27,4,7061.8 17344.2|6418.9 18528.2|7027.4 18348.3|7240.6 17955.6
B00266,289755413,yes,11300.0,0.0,tag:height,7096.6,18685.8,7115.5,18653.0,1341.9,450.0,208.69,40.16,4,6418.9 18528.2|7596.0 19172.5|7416.1 18561.1|7027.4 18348.3
B00267,289755414,yes,11460.0,11300.0,tag:height,7328.5,18258.2,7328.9,18258.0,548.7,542.8,298.56,29.7,4,7697.0 18148.2|7221.7 17887.2|6959.7 18368.6|7436.1 18628.7
B00268,289755415,yes,11300.0,0.0,tag:height,7560.8,17831.0,7542.2,17864.0,1341.9,450.5,28.69,40.21,4,7061.8 17344.2|7240.6 17955.6|7629.3 18168.4|8239.0 17988.5
B00269,289755416,yes,9700.0,0.0,tag:height,7049.4,17083.1,7059.8,17143.9,521.5,482.8,28.58,18.46,6,6899.7 17331.6|7003.0 17142.4|7276.1 17291.9|7403.8 17057.1|6946.3 16807.1|6715.3 17231.1
B00270,289755417,yes,10200.0,0.0,tag:height,7781.8,17443.4,7786.8,17428.5,1028.4,250.2,208.67,22.27,6,7357.2 17142.4|7276.1 17291.9|8177.9 17785.0|8255.6 17639.8|8119.0 17501.3|7783.6 17284.3
B00271,289755418,yes,9700.0,0.0,tag:height,8465.8,17872.1,8407.2,17895.7,510.4,484.8,208.74,17.75,6,8331.1 18130.4|8514.4 18230.9|8745.3 17807.0|8300.0 17560.4|8177.9 17785.0|8441.1 17929.4
B00272,289755419,yes,9700.0,0.0,tag:height,7599.7,19437.2,7575.0,19363.4,568.7,500.7,28.74,19.25,8,7761.5 19180.1|7654.9 19376.1|7390.6 19230.8|7310.6 19378.6|7250.6 19363.4|7212.9 19450.4|7704.8 19716.4|7944.7 19280.6
B00273,289755420,yes,9700.0,0.0,tag:height,6198.6,18658.6,6277.5,18641.1,578.4,484.1,209.42,18.37,8,6324.5 18389.7|6143.5 18290.1|5912.5 18713.2|6406.7 18991.9|6448.9 18926.0|6402.2 18880.4|6481.1 18734.3|6216.8 18589.0
B00274,290531565,yes,3000.0,0.0,tag:height,-10832.6,2644.2,-10832.3,2644.2,826.2,150.2,209.01,12.37,4,-11157.1 2378.2|-11229.3 2509.9|-10507.5 2910.2|-10435.3 2779.3
B00275,290531567,yes,3000.0,0.0,tag:height,-8668.2,3845.5,-8668.5,3845.5,883.4,150.2,29.02,13.23,4,-9018.3 3565.5|-9090.5 3696.4|-8318.7 4125.4|-8246.5 3993.7
B00276,290531568,yes,5000.0,0.0,tag:height,-7118.3,3049.7,-7117.7,3049.1,2250.7,277.8,298.73,62.38,4,-7536.9 4102.6|-6456.4 2129.9|-6698.5 1995.6|-7780.1 3968.4
B00277,290531571,yes,3500.0,0.0,tag:height,-5379.2,1037.9,-5379.2,1037.9,599.9,464.1,299.99,27.74,4,-5029.4 896.0|-5430.3 662.1|-5729.0 1179.8|-5328.1 1413.7
B00278,290531573,yes,3500.0,0.0,tag:height,-9767.1,3235.8,-9766.8,3235.8,870.3,150.2,208.99,13.03,4,-9422.5 3512.3|-9350.3 3381.4|-10111.0 2959.2|-10183.2 3090.9
B00279,290531576,yes,11300.0,0.0,tag:height,-7534.7,1967.3,-7534.7,1967.3,3455.4,282.5,298.72,97.61,4,-8488.6 3414.4|-8240.9 3550.3|-6580.8 520.2|-6828.4 384.3
B00280,290531577,yes,3000.0,0.0,tag:height,-6089.4,2632.8,-6089.4,2632.8,908.8,149.3,298.98,13.55,4,-6374.2 2992.9|-6244.3 3066.4|-5804.5 2272.6|-5934.5 2199.1
B00281,290531578,yes,10300.0,0.0,tag:height,-7210.8,2618.7,-7211.0,2618.8,2913.9,299.6,118.74,87.22,4,-8042.2 3823.9|-7780.1 3968.4|-6379.8 1414.6|-6641.8 1269.3
B00282,290531580,yes,10300.0,0.0,tag:height,-10797.3,1348.3,-10797.3,1348.3,1664.0,293.1,298.7,48.74,4,-11068.3 2148.4|-10269.8 690.0|-10526.3 548.1|-11324.8 2006.6
B00283,290531581,yes,5000.0,0.0,tag:height,-11113.1,1323.1,-11118.8,1327.6,1388.6,302.0,118.93,40.77,4,-11324.8 2006.6|-10650.7 793.0|-10915.0 646.9|-11574.6 1868.9
B00284,290531583,yes,11300.0,0.0,tag:height,-9778.1,728.5,-9777.9,728.4,3455.3,282.9,298.72,97.67,4,-10484.1 2311.4|-8824.0 -718.7|-9071.6 -854.6|-10731.8 2174.6
B00285,290531584,yes,4000.0,0.0,tag:height,-7935.7,1836.3,-8678.0,1394.8,5879.0,4429.2,208.98,650.96,44,-5430.3 662.1|-8696.3 -1139.2|-8905.0 -763.4|-6313.1 668.0|-6641.8 1269.3|-6379.8 1414.6|-6698.5 1995.6|-6456.4 2129.9|-7536.9 4102.6|-9388.1 3079.9|-9319.2 2955.0|-9643.5 2775.9|-9710.1 2898.4|-11574.6 1868.9|-10993.9 788.8|-11535.8 488.1|-11804.5 972.9|-11670.1 1049.7|-12125.4 1841.0|-11514.7 2179.7|-11586.9 2311.4|-11229.3 2509.9|-11157.1 2378.2|-10435.3 2779.3|-10507.5 2910.2|-10183.2 3090.9|-10111.0 2959.2|-9350.3 3381.4|-9422.5 3512.3|-9090.5 3696.4|-9018.3 3565.5|-8246.5 3993.7|-8318.7 4125.4|-7982.2 4311.2|-7910.0 4180.3|-7232.6 4556.1|-6843.9 3840.0|-6711.8 3911.8|-6244.3 3066.4|-6374.2 2992.9|-5934.5 2199.1|-5804.5 2272.6|-5328.1 1413.7|-5729.0 1179.8
B00286,290531585,yes,3500.0,0.0,tag:height,-7274.8,4359.4,-7348.9,4115.1,966.3,924.9,118.56,26.07,6,-6711.8 3911.8|-6843.9 3840.0|-7232.6 4556.1|-7910.0 4180.3|-7982.2 4311.2|-7173.8 4760.5
B00287,290531586,yes,3500.0,0.0,tag:height,-11939.2,1711.2,-11696.1,1641.9,1064.9,840.7,299.02,26.15,6,-11804.5 972.9|-12322.0 1903.5|-11586.9 2311.4|-11514.7 2179.7|-12125.4 1841.0|-11670.1 1049.7
B00288,290531587,yes,10700.0,0.0,tag:height,-7410.5,2273.5,-7600.2,2013.9,3599.6,964.2,118.72,119.47,6,-6580.8 520.2|-8240.9 3550.3|-8817.3 3231.9|-8886.1 3357.8|-8042.2 3823.9|-6313.1 668.0
B00289,290531588,yes,10700.0,0.0,tag:height,-10101.0,782.5,-9776.8,808.6,3598.0,978.1,298.71,120.09,6,-9071.6 -854.6|-9341.4 -1004.1|-11068.3 2148.4|-10212.1 2621.4|-10145.4 2498.9|-10731.8 2174.6
B00290,290531589,yes,11920.0,0.0,tag:height,-8656.3,1347.8,-8656.3,1347.8,3463.5,2280.0,298.72,787.78,4,-8488.6 3414.4|-6828.4 384.3|-8824.0 -718.7|-10484.1 2311.4
B00291,290669511,yes,6700.0,0.0,tag:height,-18120.9,21485.3,-18120.5,21485.3,1707.4,1183.9,298.9,201.89,4,-17191.2 21025.2|-18226.2 20451.8|-19051.3 21946.7|-18014.0 22517.5
B00292,290669512,yes,6000.0,0.0,tag:height,-16972.8,20959.7,-16973.1,20959.5,325.8,322.9,118.89,10.45,4,-16910.3 21179.8|-16753.7 20896.0|-17035.8 20738.9|-17191.2 21025.2
B00293,290669518,yes,5800.0,0.0,tag:height,-18121.2,21485.5,-18121.2,21485.5,2013.5,1483.7,298.86,298.01,4,-16988.0 20966.1|-18285.1 20245.8|-19254.5 22004.9|-17957.4 22725.3
B00294,290669521,yes,4500.0,0.0,tag:height,-17555.8,20423.5,-17559.7,20424.9,2992.7,1112.2,28.87,331.0,4,-18601.6 19215.4|-19132.4 20179.1|-16518.2 21634.1|-15980.8 20660.4
B00295,290669524,yes,5200.0,0.0,tag:height,-18137.2,21481.9,-18136.0,21475.6,3411.0,1586.8,119.02,538.37,4,-18269.4 23351.9|-16614.9 20369.0|-18011.9 19623.3|-19655.3 22579.2
B00296,290669529,yes,5000.0,0.0,tag:height,-16674.7,20871.7,-16676.0,20871.3,933.4,927.8,74.21,71.87,8,-17066.8 21188.2|-16735.9 21372.3|-16359.4 21266.7|-16176.2 20934.0|-16284.0 20553.1|-16614.9 20369.0|-16991.3 20480.5|-17174.6 20813.2
B00297,291100168,yes,4600.0,0.0,tag:height,13297.9,22268.4,13308.6,22473.6,5028.9,2295.1,299.09,952.1,9,15533.8 20834.3|13788.1 19864.9|13368.4 20005.9|12013.6 22444.8|12189.1 22541.9|11240.8 24200.5|12681.1 25001.9|14408.9 21952.4|14784.3 22150.0
B00298,291100169,yes,5700.0,1500.0,tag:height,13280.6,22548.7,13358.4,22722.6,4653.7,1932.0,299.42,744.1,6,15342.8 21170.4|13651.5 20236.4|11374.0 24274.9|12681.1 25001.9|14408.9 21952.4|14784.3 22150.0
B00299,291100170,yes,6250.0,5700.0,tag:height,13421.1,22243.1,13452.4,22275.9,2944.6,1172.0,299.04,314.29,8,14210.2 21544.5|14434.5 21140.9|13654.9 20704.3|12226.9 23275.8|13006.5 23712.4|13312.9 23160.9|13556.1 23296.0|14453.4 21680.5
B00300,292055454,yes,2200.0,0.0,tag:height,16199.8,13421.7,16318.1,13171.1,4327.6,3142.7,28.88,868.78,12,17789.1 13639.2|15121.7 12167.3|15709.1 11077.1|15168.3 10775.6|13970.1 12947.7|14704.1 13360.6|14406.5 13899.4|16833.0 15249.7|17152.8 14688.9|17750.2 15022.5|18971.7 12840.3|18395.4 12527.9
B00301,292055455,yes,2200.0,0.0,tag:height,17483.5,11660.3,17975.3,10607.0,11312.1,7990.6,29.04,4675.59,9,20671.9 13759.9|13683.5 9948.1|16365.3 5180.9|14969.4 4368.5|11098.3 11341.5|14704.1 13360.6|20995.1 16820.3|24840.6 9867.7|23282.6 8997.0
B00302,292055456,yes,2400.0,0.0,tag:height,13595.1,11002.1,13595.7,11003.7,2543.7,1412.9,28.45,358.16,4,15050.6 10988.4|12814.0 9776.6|12145.5 11021.4|14369.9 12224.8
B00303,292055457,yes,3500.0,0.0,tag:height,17698.3,10635.3,17699.1,10631.6,5185.2,3054.4,118.79,1577.18,4,17789.1 13639.2|20274.3 9116.2|17609.1 7624.0|15121.7 12167.3
B00304,292055458,yes,3500.0,0.0,tag:height,18953.3,8347.4,18961.7,8338.8,9713.8,3069.8,208.88,2957.44,5,22473.1 12028.7|23935.6 9357.6|16365.3 5180.9|15450.3 4648.9|13972.2 7339.4
B00305,292055802,yes,2900.0,0.0,tag:height,15955.1,4890.9,15936.1,4885.8,1037.0,99.2,29.05,9.27,4,16413.1 5093.9|15506.9 4590.6|15469.2 4660.7|16365.3 5180.9
B00306,292055803,yes,2400.0,0.0,tag:height,16143.9,13408.3,16143.9,13408.3,4028.7,1111.5,208.88,447.31,4,18172.2 13892.6|14648.6 11948.6|14115.6 12924.0|17639.2 14868.0
B00307,292055806,yes,1500.0,0.0,tag:height,15285.0,9450.4,15283.6,9450.9,2434.0,2319.0,118.95,563.16,4,16887.3 8947.3|14857.3 7827.5|13683.5 9948.1|15709.1 11077.1
B00308,292743602,yes,8000.0,0.0,tag:height,-14889.1,-16531.9,-14909.7,-16537.5,2783.4,1970.5,208.73,540.2,4,-13215.8 -16732.4|-15656.6 -18070.2|-16530.6 -16302.6|-14163.1 -15004.6
B00309,292840083,hotel,5000.0,0.0,tag:height,-13992.3,-18311.5,-13990.8,-18313.4,1683.2,1008.7,209.06,168.07,4,-13023.6 -18353.1|-14473.9 -19153.7|-14971.4 -18281.3|-13500.0 -17463.8
B00310,292840084,hotel,5100.0,0.0,tag:height,-12220.2,-21504.8,-12216.2,-21503.5,1800.3,1368.3,28.71,244.99,4,-11755.4 -20471.1|-11113.5 -21679.6|-12677.0 -22535.9|-13333.4 -21336.7
B00311,292840085,hotel,8140.0,0.0,tag:height,-13261.2,-19521.0,-13261.2,-19521.0,1820.7,1773.4,298.74,321.96,4,-13601.0 -20745.6|-14473.9 -19153.7|-12921.4 -18296.5|-12048.6 -19888.4
B00312,292840086,yes,8000.0,0.0,tag:height,-13357.8,-19574.2,-13357.8,-19574.2,1820.3,1552.8,298.74,281.91,4,-12241.8 -19994.8|-13601.0 -20745.6|-14473.9 -19153.7|-13114.7 -18402.9
B00313,292840087,yes,5500.0,5100.0,tag:height,-12367.7,-21587.5,-12367.1,-21586.2,1456.0,1368.2,28.7,198.74,4,-11400.0 -21836.6|-12677.0 -22535.9|-13333.4 -21336.7|-12061.9 -20639.1
B00314,292840088,yes,500.0,0.0,tag:height,-12581.6,-19145.6,-12581.6,-19145.6,1815.9,220.6,298.74,40.05,4,-13114.7 -18402.9|-12921.4 -18296.5|-12048.6 -19888.4|-12241.8 -19994.8
B00315,302577379,yes,8530.0,0.0,tag:height,15702.5,-12423.4,15558.4,-12549.5,2367.9,2271.1,28.88,447.71,8,17137.2 -12975.5|15488.2 -13885.0|14669.7 -12391.1|14545.3 -12459.5|14440.9 -12268.7|14142.2 -12433.4|13974.5 -12126.8|16046.7 -10983.4
B00316,302577380,yes,9000.0,8530.0,tag:height,15250.7,-12755.0,15251.0,-12755.1,1200.8,669.6,298.73,80.21,4,14669.7 -12391.1|15256.0 -12067.7|15831.3 -13119.1|15246.1 -13442.5
B00317,302577381,yes,7300.0,0.0,tag:height,15330.5,-13587.8,15526.1,-12759.7,2625.7,2610.1,28.93,67.74,6,13745.8 -12252.7|13856.8 -12191.9|15052.8 -14356.3|17231.6 -13131.7|17300.5 -13255.8|15008.4 -14537.0
